Departure ICAO,Departure Time,Arrival ICAO,Arrival Time,Duration
OERK,08:25z,OEHL,09:50z,1:25
OEHL,17:10z,OERK,18:30z,1:20
OERK,15:05z,OEHL,16:30z,1:25
OEHL,21:15z,OERK,22:35z,1:20
OERK,19:10z,OEHL,20:35z,1:25
OEJN,13:40z,OESK,15:25z,1:45
OESK,16:15z,OEJN,18:05z,1:50
OEJN,06:30z,OESK,08:15z,1:45
OESK,08:55z,OEJN,10:40z,1:45
OESK,14:00z,OERK,15:40z,1:40
OERK,11:25z,OESK,13:15z,1:50
OESK,20:45z,OERK,22:25z,1:40
OERK,18:10z,OESK,20:00z,1:50
OESK,07:55z,OERK,09:35z,1:40
OERK,05:20z,OESK,07:10z,1:50
OESK,05:35z,OERK,07:15z,1:40
OERK,03:00z,OESK,04:50z,1:50
OEJN,00:45z,OEMA,01:45z,1:00
OEMA,03:05z,OEJN,04:15z,1:10
OEJN,05:20z,OEMA,06:20z,1:00
OEMA,07:20z,OEJN,08:30z,1:10
OEMA,08:05z,OEJN,09:15z,1:10
OEMA,08:35z,OEJN,09:45z,1:10
OEJN,21:05z,OEMA,22:05z,1:00
OEJN,13:40z,OEMA,14:40z,1:00
OEMA,15:40z,OEJN,16:50z,1:10
OEJN,17:20z,OEMA,18:20z,1:00
OEMA,19:20z,OEJN,20:30z,1:10
OEMA,21:05z,OERK,22:35z,1:30
OERK,18:25z,OEMA,20:05z,1:40
OEMA,07:00z,OERK,08:30z,1:30
OERK,04:25z,OEMA,06:05z,1:40
OEMA,13:00z,OERK,14:30z,1:30
OERK,10:25z,OEMA,12:05z,1:40
OEMA,14:40z,OERK,16:10z,1:30
OERK,12:00z,OEMA,13:40z,1:40
OEMA,19:05z,OERK,20:35z,1:30
OERK,16:30z,OEMA,18:10z,1:40
OEMA,22:50z,OERK,00:20z,1:30
OERK,20:15z,OEMA,21:55z,1:40
OEMA,01:35z,OERK,03:05z,1:30
OERK,23:00z,OEMA,00:40z,1:40
OEMA,16:30z,OERK,18:00z,1:30
OERK,13:55z,OEMA,15:35z,1:40
OEPA,05:00z,OERK,06:05z,1:05
OERK,03:10z,OEPA,04:20z,1:10
OEPA,19:40z,OERK,20:45z,1:05
OERK,17:50z,OEPA,19:00z,1:10
OEJN,06:20z,OEPA,08:05z,1:45
OEPA,08:50z,OEJN,10:50z,2:00
OERF,12:00z,OEJN,13:55z,1:55
OEJN,09:35z,OERF,11:20z,1:45
OERK,12:50z,OERF,14:20z,1:30
OERF,15:00z,OERK,16:25z,1:25
OETR,09:40z,OERK,11:30z,1:50
OERK,06:50z,OETR,09:00z,2:10
OETB,16:10z,OEMA,17:15z,1:05
OEMA,17:00z,OETB,18:10z,1:10
OETB,04:35z,OERK,06:30z,1:55
OERK,01:40z,OETB,03:50z,2:10
OETB,10:55z,OERK,12:50z,1:55
OERK,08:00z,OETB,10:10z,2:10
OETB,14:00z,OERK,15:55z,1:55
OERK,11:05z,OETB,13:15z,2:10
OETB,19:10z,OERK,21:05z,1:55
OERK,15:40z,OETB,17:50z,2:10
OETB,23:10z,OERK,01:05z,1:55
OERK,20:15z,OETB,22:25z,2:10
OERK,05:50z,OETB,08:00z,2:10
OETB,08:45z,OERK,10:40z,1:55
OEJN,07:20z,OETB,08:55z,1:35
OETB,09:40z,OEJN,11:15z,1:35
OEJN,13:15z,OETB,14:50z,1:35
OETB,15:35z,OEJN,17:15z,1:40
OEJN,16:20z,OETB,17:55z,1:35
OETB,18:40z,OEJN,20:20z,1:40
OEJN,23:00z,OETB,00:35z,1:35
OETB,01:20z,OEJN,03:00z,1:40
OETB,17:00z,OEDF,19:05z,2:05
OENN,12:30z,OEJN,14:10z,1:40
OEDF,14:10z,OETB,16:20z,2:10
OENN,09:30z,OEJN,11:10z,1:40
OENN,03:30z,OEJN,05:10z,1:40
OEJN,12:00z,OENN,13:35z,1:35
OEJN,16:30z,OENN,18:05z,1:35
OEJN,19:35z,OENN,21:10z,1:35
OEJN,06:00z,OENN,07:35z,1:35
OENN,17:10z,OEJN,18:50z,1:40
OENN,14:05z,OEJN,15:45z,1:40
OEJN,14:55z,OENN,16:30z,1:35
OEJN,11:45z,OENN,13:20z,1:35
OERK,06:15z,OENN,08:40z,2:25
OERK,19:10z,OENN,21:35z,2:25
OERK,20:10z,OENN,22:35z,2:25
OENN,16:15z,OERK,18:15z,2:00
OENN,17:15z,OERK,19:15z,2:00
OENN,03:25z,OERK,05:25z,2:00
OENN,04:45z,OERK,06:45z,2:00
OENN,21:05z,OERK,23:05z,2:00
OERK,06:20z,OENN,08:45z,2:25
OERK,08:15z,OENN,10:40z,2:25
OENN,14:50z,OEDF,17:05z,2:15
OENN,09:30z,OEDF,11:45z,2:15
OEDF,17:55z,OENN,20:40z,2:45
OEDF,12:40z,OENN,15:25z,2:45
OERS,12:10z,OEJN,13:30z,1:20
OERS,06:50z,OEJN,08:10z,1:20
OERS,10:10z,OEJN,11:30z,1:20
OEJN,04:40z,OERS,06:00z,1:20
OEJN,08:05z,OERS,09:25z,1:20
OEJN,10:10z,OERS,11:30z,1:20
OERS,10:10z,OERK,12:00z,1:50
OERS,13:35z,OERK,15:25z,1:50
OERK,10:45z,OERS,12:55z,2:10
OERK,07:20z,OERS,09:30z,2:10
OERS,10:15z,OERK,12:05z,1:50
OERK,07:25z,OERS,09:35z,2:10
OERK,16:30z,OEAO,18:25z,1:55
OEAO,19:05z,OERK,20:50z,1:45
OERK,06:15z,OEAO,08:10z,1:55
OEAO,08:50z,OERK,10:35z,1:45
OERK,08:40z,OEAO,10:35z,1:55
OERK,14:30z,OEAO,16:25z,1:55
OERK,10:00z,OEAO,11:55z,1:55
OEAO,11:15z,OERK,13:00z,1:45
OEAO,17:05z,OERK,18:50z,1:45
OEAO,12:35z,OERK,14:20z,1:45
OEJN,14:15z,OEYN,15:10z,0:55
OEYN,16:00z,OEJN,17:10z,1:10
OERK,15:05z,OEYN,17:00z,1:55
OEYN,17:40z,OERK,19:20z,1:40
OERK,00:55z,OEYN,02:50z,1:55
OEYN,03:30z,OERK,05:10z,1:40
OEJN,11:35z,OEAO,12:50z,1:15
OEJN,09:05z,OEAO,10:20z,1:15
OEJN,06:45z,OEAO,08:00z,1:15
OEAO,08:55z,OEJN,10:20z,1:25
OEAO,13:45z,OEJN,15:10z,1:25
OEAO,11:10z,OEJN,12:35z,1:25
OEJN,20:45z,OEAB,22:00z,1:15
OEJN,23:45z,OEAB,01:00z,1:15
OEAB,22:45z,OEJN,00:05z,1:20
OEJN,03:40z,OEAB,04:55z,1:15
OEAB,01:45z,OEJN,03:05z,1:20
OEJN,09:15z,OEAB,10:30z,1:15
OEAB,05:40z,OEJN,07:00z,1:20
OEJN,11:20z,OEAB,12:35z,1:15
OEAB,11:15z,OEJN,12:35z,1:20
OEJN,14:50z,OEAB,16:05z,1:15
OEAB,13:30z,OEJN,14:55z,1:25
OEAB,16:50z,OEJN,18:10z,1:20
OERK,01:10z,OEAB,02:55z,1:45
OEAB,03:50z,OERK,05:30z,1:40
OERK,03:20z,OEAB,05:05z,1:45
OEAB,05:50z,OERK,07:30z,1:40
OERK,07:05z,OEAB,08:50z,1:45
OEAB,09:35z,OERK,11:15z,1:40
OERK,10:35z,OEAB,12:20z,1:45
OEAB,13:05z,OERK,14:45z,1:40
OERK,17:05z,OEAB,18:50z,1:45
OEAB,19:35z,OERK,21:15z,1:40
OERK,15:20z,OEAB,17:05z,1:45
OEAB,18:00z,OERK,19:40z,1:40
OEJN,05:50z,OEBA,06:50z,1:00
OEBA,07:40z,OEJN,08:40z,1:00
OEBA,16:45z,OERK,18:20z,1:35
OERK,14:25z,OEBA,16:05z,1:40
OEJN,17:05z,OEBA,18:05z,1:00
OEBA,18:50z,OEJN,19:50z,1:00
OERK,04:05z,OEBA,05:45z,1:40
OEBA,06:25z,OERK,08:00z,1:35
OERK,17:55z,OEBA,19:35z,1:40
OEBA,20:20z,OERK,21:55z,1:35
OERK,17:20z,OEBH,18:55z,1:35
OEBH,19:40z,OERK,21:05z,1:25
OERK,10:40z,OEBH,12:15z,1:35
OEBH,08:05z,OERK,09:30z,1:25
OERK,05:50z,OEBH,07:25z,1:35
OEBH,12:55z,OERK,14:20z,1:25
OEJN,17:10z,OEBH,18:15z,1:05
OEBH,19:10z,OEJN,20:20z,1:10
OEJN,01:05z,OEGN,02:35z,1:30
OEGN,03:25z,OEJN,04:50z,1:25
OEGN,04:15z,OERK,06:05z,1:50
OERK,01:30z,OEGN,03:30z,2:00
OEJN,06:30z,OEGN,08:00z,1:30
OEGN,08:50z,OEJN,10:15z,1:25
OEJN,12:30z,OEGN,14:00z,1:30
OEGN,14:50z,OEJN,16:15z,1:25
OEGN,02:30z,OERK,04:20z,1:50
OERK,23:45z,OEGN,01:45z,2:00
OEJN,17:35z,OEGN,19:05z,1:30
OEJN,23:20z,OEGN,00:50z,1:30
OEGN,01:40z,OEJN,03:05z,1:25
OEGN,19:00z,OERK,20:50z,1:50
OERK,16:15z,OEGN,18:15z,2:00
OEGN,15:40z,OERK,17:30z,1:50
OERK,12:55z,OEGN,14:55z,2:00
OEJN,08:55z,OEGN,10:25z,1:30
OEGN,11:15z,OEJN,12:40z,1:25
OEJN,15:50z,OEGN,17:20z,1:30
OEGN,18:15z,OEJN,19:40z,1:25
OEGN,20:00z,OEJN,21:25z,1:25
OEGN,23:50z,OERK,01:40z,1:50
OERK,21:05z,OEGN,23:05z,2:00
OERK,19:45z,OEGN,21:45z,2:00
OEGN,22:30z,OERK,00:20z,1:50
OERK,06:00z,OEGN,08:00z,2:00
OEGN,08:45z,OERK,10:35z,1:50
OERK,10:15z,OEGN,12:15z,2:00
OEGN,13:00z,OERK,14:50z,1:50
OEJN,03:35z,OENG,05:10z,1:35
OENG,06:05z,OEJN,07:40z,1:35
OENG,05:45z,OERK,07:30z,1:45
OERK,03:10z,OENG,05:00z,1:50
OENG,00:10z,OERK,01:55z,1:45
OERK,21:30z,OENG,23:20z,1:50
OENG,20:05z,OERK,21:50z,1:45
OERK,17:30z,OENG,19:20z,1:50
OEJN,10:55z,OENG,12:30z,1:35
OENG,13:30z,OEJN,15:05z,1:35
OENG,15:50z,OERK,17:35z,1:45
OERK,13:15z,OENG,15:05z,1:50
OEJN,18:10z,OENG,19:45z,1:35
OENG,20:40z,OEJN,22:15z,1:35
OENG,10:40z,OERK,12:25z,1:45
OERK,08:05z,OENG,09:55z,1:50
OEJN,01:55z,OESH,03:50z,1:55
OESH,04:40z,OEJN,06:40z,2:00
OERK,03:15z,OESH,05:00z,1:45
OESH,05:50z,OERK,07:35z,1:45
OEJN,16:20z,OESH,18:15z,1:55
OESH,18:55z,OEJN,20:55z,2:00
OERK,17:05z,OESH,18:50z,1:45
OESH,19:40z,OERK,21:25z,1:45
OETF,09:20z,OERK,10:50z,1:30
OERK,07:00z,OETF,08:40z,1:40
OETF,04:35z,OERK,06:05z,1:30
OERK,02:15z,OETF,03:55z,1:40
OETF,18:35z,OERK,20:05z,1:30
OERK,16:15z,OETF,17:55z,1:40
OETF,22:40z,OERK,00:10z,1:30
OERK,20:20z,OETF,22:00z,1:40
OETF,13:55z,OERK,15:25z,1:30
OERK,11:35z,OETF,13:15z,1:40
OEJN,11:10z,OEWD,12:35z,1:25
OEWD,13:20z,OEJN,14:50z,1:30
OEWD,15:35z,OERK,16:55z,1:20
OERK,13:35z,OEWD,14:55z,1:20
OEWD,11:00z,OERK,12:20z,1:20
OERK,09:00z,OEWD,10:20z,1:20
OEBA,06:59z,OERK,08:07z,1:08
nan,14:37z,OERK,15:11z,0:34
OERK,22:08z,OEHL,23:07z,0:59
OEHL,23:57z,OERK,00:50z,0:53
OERK,20:05z,LTFM,00:35z,4:30
LTFM,01:55z,OERK,06:10z,4:15
OERK,20:49z,OEJN,22:12z,1:23
OERK,22:22z,OEJN,23:47z,1:25
OTHH,21:47z,OEJN,23:55z,2:08
OERK,18:31z,OTHH,19:52z,1:21
OERK,20:51z,OEJN,22:15z,1:24
OEBA,07:46z,OERK,08:59z,1:13
OERK,04:25z,OEBA,05:51z,1:26
OEJN,02:29z,OERK,03:42z,1:13
OEMA,16:51z,OERK,18:12z,1:21
OENN,18:36z,OERK,20:18z,1:42
OENN,17:54z,OERK,19:22z,1:28
DTTA,05:55z,LTFM,08:35z,2:40
LTFM,09:25z,DTTA,12:10z,2:45
DTTA,21:10z,LTFM,23:45z,2:35
LTFM,00:50z,DTTA,03:40z,2:50
DTTA,11:55z,LFST,14:15z,2:20
LFST,15:15z,DTTA,17:30z,2:15
DTMB,06:25z,LFMN,08:05z,1:40
DTMB,07:00z,LFMN,08:40z,1:40
DTMB,11:40z,LFMN,13:20z,1:40
LFMN,09:05z,DTMB,10:45z,1:40
LFMN,14:20z,DTMB,16:00z,1:40
DTTA,13:55z,LFBO,15:50z,1:55
DTTA,05:45z,LFBO,07:40z,1:55
DTTA,06:50z,LFBO,08:45z,1:55
LFBO,08:40z,DTTA,10:30z,1:50
LFBO,16:40z,DTTA,18:30z,1:50
LFBO,09:45z,DTTA,11:35z,1:50
DTTA,14:30z,GOBD,19:55z,5:25
GUCY,22:55z,DTTA,04:00z,5:05
GOBD,20:45z,GUCY,22:05z,1:20
DTTA,07:35z,LIPE,09:10z,1:35
LIPE,10:10z,DTTA,11:45z,1:35
DTTA,11:05z,DAAG,12:25z,1:20
DTTA,11:50z,DAAG,13:10z,1:20
DAAG,14:00z,DTTA,15:10z,1:10
DAAG,13:25z,DTTA,14:35z,1:10
DFFD,03:26z,DIAP,04:37z,1:11
DIAP,06:29z,DTTA,11:02z,4:33
DTTA,21:57z,DFFD,02:17z,4:20
DTTA,14:55z,DFFD,19:15z,4:20
DIAP,20:25z,GABS,21:55z,1:30
DTTA,14:05z,DIAP,19:25z,5:20
GABS,22:45z,DIAP,00:20z,1:35
DIAP,01:20z,DTTA,06:30z,5:10
DTTJ,08:50z,DTTA,09:30z,0:40
DTTA,12:10z,HLLM,13:20z,1:10
HLLM,14:20z,DTTA,15:25z,1:05
DTMB,14:00z,LFPG,16:30z,2:30
DTMB,11:45z,LFPG,14:15z,2:30
LFPG,15:05z,DTMB,17:45z,2:40
LFPG,17:30z,DTMB,20:10z,2:40
DTMB,05:25z,LFLL,07:25z,2:00
LFLL,08:25z,DTMB,10:30z,2:05
DTTA,06:00z,LIPZ,07:45z,1:45
LIPZ,08:35z,DTTA,10:15z,1:40
DTTJ,15:15z,EDDM,17:50z,2:35
DTTJ,14:25z,EDDM,17:00z,2:35
EDDM,18:00z,DTTJ,20:35z,2:35
DTTA,16:00z,LEBL,17:45z,1:45
DTTA,11:15z,LEBL,13:00z,1:45
DTTA,20:00z,LEBL,21:45z,1:45
LEBL,18:45z,DTTA,20:20z,1:35
LEBL,14:00z,DTTA,15:35z,1:35
LEBL,22:45z,DTTA,00:20z,1:35
DTTA,12:15z,EDDL,15:00z,2:45
DTTA,10:50z,EDDL,13:35z,2:45
EDDL,14:25z,DTTA,17:05z,2:40
EDDL,16:00z,DTTA,18:40z,2:40
DTTA,13:35z,EDDM,15:45z,2:10
DTTA,12:45z,EDDM,14:55z,2:10
DTTA,11:50z,EDDM,14:00z,2:10
EDDM,14:40z,DTTA,16:45z,2:05
EDDM,15:55z,DTTA,18:00z,2:05
EDDM,16:45z,DTTA,18:55z,2:10
DTTA,16:50z,GQNO,21:45z,4:55
GQNO,22:35z,DTTA,02:50z,4:15
DTTJ,12:35z,LFLL,14:55z,2:20
DTMB,08:45z,LFLL,10:45z,2:00
DTTJ,07:15z,DTMB,07:55z,0:40
LFLL,11:35z,DTMB,13:40z,2:05
DTMB,14:40z,DTTJ,15:20z,0:40
LFLL,10:50z,DTTJ,13:10z,2:20
DTTA,17:35z,LEMD,19:50z,2:15
DTTA,13:50z,LEMD,16:05z,2:15
LEMD,16:55z,DTTA,19:10z,2:15
LEMD,20:40z,DTTA,22:55z,2:15
LEMD,17:25z,DTTA,19:40z,2:15
DTTA,19:40z,LFBD,21:50z,2:10
DTTA,12:30z,LFBD,14:35z,2:05
LFBD,22:50z,DTTA,00:55z,2:05
LFBD,15:35z,DTTA,17:35z,2:00
DTTJ,14:30z,LFPO,17:15z,2:45
DTTJ,16:10z,LFPO,18:55z,2:45
DTTJ,05:50z,LFPO,08:35z,2:45
LFPO,18:15z,DTTJ,21:05z,2:50
LFPO,09:35z,DTTJ,12:25z,2:50
LFPO,19:46z,DTTJ,22:36z,2:50
DTTA,06:05z,LOWW,08:20z,2:15
DTTA,13:35z,LOWW,15:50z,2:15
LOWW,09:10z,DTTA,11:20z,2:10
LOWW,16:40z,DTTA,18:45z,2:05
DTTA,15:05z,EDDF,17:40z,2:35
DTTJ,14:00z,EDDF,17:00z,3:00
DTTJ,13:15z,DTTA,14:05z,0:50
EDDF,18:30z,DTTJ,21:20z,2:50
DTTJ,22:10z,DTTA,22:59z,0:49
DTTJ,18:30z,LFML,20:25z,1:55
DTMB,19:46z,LFML,23:07z,3:21
DTMB,17:20z,LFML,19:05z,1:45
LFML,21:15z,DTTJ,23:15z,2:00
LFML,19:35z,DTMB,21:20z,1:45
DTTJ,17:45z,LFML,19:40z,1:55
DTTA,14:00z,LSGG,15:55z,1:55
DTTA,13:15z,LSGG,15:10z,1:55
DTTA,06:00z,LSGG,07:55z,1:55
DTTA,15:15z,LSGG,17:10z,1:55
LSGG,16:00z,DTTA,17:55z,1:55
LSGG,08:55z,DTTA,10:50z,1:55
LSGG,16:55z,DTTA,18:50z,1:55
LSGG,18:10z,DTTA,20:05z,1:55
DTTA,22:15z,GMMN,01:00z,2:45
DTTA,21:25z,GMMN,00:10z,2:45
GMMN,02:20z,DTTA,04:45z,2:25
GMMN,01:00z,DTTA,03:25z,2:25
DTTA,11:00z,DAOO,12:45z,1:45
DAOO,13:35z,DTTA,15:15z,1:40
DAOO,19:02z,DTTA,20:24z,1:22
DTTA,17:10z,OEJN,21:25z,4:15
DTTA,18:20z,OEJN,22:35z,4:15
OEJN,22:45z,DTTA,04:00z,5:15
OEJN,23:35z,DTTA,04:50z,5:15
OEJN,03:02z,DTTA,07:40z,4:38
OEJN,22:10z,DTTA,03:10z,5:00
DTTA,06:50z,LFPO,09:20z,2:30
LFPO,10:20z,DTTA,12:50z,2:30
DTTA,12:35z,LFPO,15:00z,2:25
DTTA,11:40z,LFPO,14:05z,2:25
LFPO,19:25z,DTTA,21:30z,2:05
LFPO,15:05z,DTTA,17:30z,2:25
LFPO,16:00z,DTTA,18:25z,2:25
DTTA,15:55z,LFPO,18:20z,2:25
LFPG,22:50z,DTTA,01:12z,2:22
LFPO,22:15z,DTTA,00:22z,2:07
LFPO,19:20z,DTTA,21:45z,2:25
DTTA,12:45z,EDDF,15:20z,2:35
DTTA,06:55z,EDDF,09:30z,2:35
EDDF,16:20z,DTTA,18:45z,2:25
EDDF,10:30z,DTTA,12:55z,2:25
DTTA,06:15z,LFLL,08:05z,1:50
LFLL,09:05z,DTTA,11:00z,1:55
DTTA,06:35z,LIRF,08:00z,1:25
DTTA,19:30z,LIRF,20:50z,1:20
DTTA,10:55z,LIRF,12:20z,1:25
LIRF,08:50z,DTTA,10:05z,1:15
LIRF,09:20z,DTTA,10:35z,1:15
LIRF,21:40z,DTTA,22:55z,1:15
LIRF,13:20z,DTTA,14:35z,1:15
DTTA,06:45z,LIMC,08:30z,1:45
DTTA,06:10z,LIMC,07:55z,1:45
LIMC,09:30z,DTTA,11:25z,1:55
LIMC,08:45z,DTTA,10:40z,1:55
DTTA,12:45z,EGLL,15:50z,3:05
EGLL,16:50z,DTTA,19:50z,3:00
DTTA,07:05z,EGKK,09:50z,2:45
EGKK,10:40z,DTTA,13:30z,2:50
DTTA,21:10z,HECA,00:15z,3:05
HECA,01:15z,DTTA,04:25z,3:10
DTTA,14:50z,LFLL,16:40z,1:50
DTTA,15:35z,LFLL,17:25z,1:50
LFLL,17:40z,DTTA,19:30z,1:50
LFLL,18:15z,DTTA,20:10z,1:55
DTTA,12:15z,LIMC,14:00z,1:45
LIMC,14:50z,DTTA,16:45z,1:55
DTMB,05:50z,EDDH,08:55z,3:05
EDDH,09:55z,DTMB,12:55z,3:00
DTTA,11:50z,LFML,13:25z,1:35
DTTA,12:35z,LFML,14:10z,1:35
DTTA,18:45z,LFML,20:20z,1:35
LFML,21:20z,DTTA,22:55z,1:35
LFML,14:05z,DTTA,15:40z,1:35
LFML,15:00z,DTTA,16:35z,1:35
DTTA,19:05z,OEJN,23:30z,4:25
OEJN,06:30z,DTTA,10:50z,4:20
OEJN,00:40z,DTTA,05:40z,5:00
DTTA,05:50z,LFML,07:25z,1:35
LFML,08:25z,DTTA,10:00z,1:35
DTTA,06:50z,EBBR,09:25z,2:35
DTTA,08:25z,EBBR,11:00z,2:35
EBBR,12:00z,DTTA,14:40z,2:40
EBBR,10:25z,DTTA,13:05z,2:40
DTTA,05:45z,LFMN,07:15z,1:30
LFMN,08:15z,DTTA,09:50z,1:35
DTTA,11:40z,LFMN,13:10z,1:30
DTTA,11:00z,LFMN,12:30z,1:30
LFMN,13:30z,DTTA,15:05z,1:35
LFMN,14:10z,DTTA,15:45z,1:35
DTTA,18:30z,OEJN,22:55z,4:25
DTTA,15:30z,OEJN,19:45z,4:15
OEJN,00:12z,DTTA,04:49z,4:37
OEJN,20:45z,DTTA,02:00z,5:15
OEJN,01:00z,DTTA,06:15z,5:15
DTTA,21:15z,OEJN,01:40z,4:25
OEJN,02:30z,DTTA,07:30z,5:00
OEJN,00:50z,DTTA,05:29z,4:39
DTTA,18:14z,OEJN,22:09z,3:55
OEJN,00:40z,DTTA,05:11z,4:31
DTTA,12:33z,DTMB,12:54z,0:21
DTTA,11:08z,DTMB,11:29z,0:21
DTMB,18:41z,DTTA,19:00z,0:19
DTMB,03:26z,DTTA,03:47z,0:21
LEZL,17:30z,EHAM,20:26z,2:56
EDDS,11:40z,EHAM,13:05z,1:25
EHAM,04:50z,EFRO,07:37z,2:47
EFRO,08:45z,EHAM,11:42z,2:57
VVTS,07:40z,VVNB,09:50z,2:10
VVNB,10:20z,VVTS,12:30z,2:10
EHAM,04:00z,EFKT,06:56z,2:56
EFKT,08:15z,EHAM,11:12z,2:57
VVTS,23:15z,VVCI,01:15z,2:00
VVCI,01:45z,VVTS,03:45z,2:00
VVCI,15:30z,VVTS,17:30z,2:00
VVPB,18:31z,VVTS,19:39z,1:08
VVPB,15:10z,VVTS,16:35z,1:25
VVPB,18:01z,VVTS,19:04z,1:03
VVTS,13:15z,VVPB,14:40z,1:25
VVTS,04:15z,VVPC,05:25z,1:10
VVPC,05:55z,VVTS,07:05z,1:10
VVPC,07:37z,VVTS,08:43z,1:06
EHAM,05:00z,EFKS,07:47z,2:47
EFKS,09:05z,EHAM,12:04z,2:59
EHAM,04:35z,EFKT,07:25z,2:50
EFKT,09:05z,EHAM,12:01z,2:56
EHAM,04:20z,EFIV,07:28z,3:08
EFIV,08:25z,EHAM,11:39z,3:14
EHAM,04:45z,EFKS,07:36z,2:51
EFKS,08:50z,EHAM,11:51z,3:01
EHAM,04:00z,LGKO,07:30z,3:30
EHAM,06:00z,LEBL,08:15z,2:15
LEBL,09:05z,EHAM,11:35z,2:30
EHAM,16:00z,LEBL,18:20z,2:20
EHAM,11:05z,LEBL,13:20z,2:15
EHAM,13:40z,LEBL,15:55z,2:15
LEBL,16:45z,EHAM,19:20z,2:35
LEBL,20:10z,EHAM,22:40z,2:30
LEBL,19:10z,EHAM,21:35z,2:25
EHAM,17:00z,EVRA,19:15z,2:15
EVRA,20:05z,EHAM,22:35z,2:30
EHAM,15:15z,LICC,18:05z,2:50
EHAM,16:05z,LICC,18:55z,2:50
LICC,19:45z,EHAM,23:05z,3:20
LICC,18:55z,EHAM,22:10z,3:15
EHAM,06:30z,HECA,11:05z,4:35
EHAM,13:00z,HECA,17:35z,4:35
HECA,12:05z,EHAM,17:10z,5:05
HECA,18:35z,EHAM,23:40z,5:05
EHAM,06:35z,HEGN,11:30z,4:55
EHAM,14:05z,HEGN,19:00z,4:55
HEGN,12:30z,EHAM,18:15z,5:45
HEGN,20:00z,EHAM,01:45z,5:45
EHAM,12:35z,HEGN,17:30z,4:55
HEGN,18:30z,EHAM,00:15z,5:45
EHAM,05:00z,LCLK,09:15z,4:15
LCLK,10:10z,EHAM,14:50z,4:40
EHAM,08:10z,HESH,13:05z,4:55
HESH,14:05z,EHAM,19:45z,5:40
EHAM,16:15z,LPFR,19:20z,3:05
EHAM,14:55z,LPFR,18:00z,3:05
LPFR,20:10z,EHAM,23:20z,3:10
LPFR,18:50z,EHAM,22:00z,3:10
EHAM,15:50z,LPFR,18:55z,3:05
EHAM,06:00z,LPFR,09:05z,3:05
EHAM,05:20z,LPFR,08:25z,3:05
LPFR,10:20z,EHAM,13:30z,3:10
LPFR,19:45z,EHAM,22:55z,3:10
LPFR,09:15z,EHAM,12:25z,3:10
EHAM,15:00z,LPFR,18:05z,3:05
LPFR,19:15z,EHAM,22:25z,3:10
EHAM,05:40z,LIPX,07:20z,1:40
LIPX,08:10z,EHAM,10:10z,2:00
EHAM,17:20z,LFMN,19:15z,1:55
LFMN,20:05z,EHAM,22:15z,2:10
EHAM,06:10z,LEPA,08:35z,2:25
EHAM,17:15z,LEPA,19:40z,2:25
LEPA,09:25z,EHAM,12:00z,2:35
LEPA,20:25z,EHAM,22:55z,2:30
EHAM,04:55z,LEPA,07:20z,2:25
LEPA,08:10z,EHAM,10:45z,2:35
EHAM,05:00z,GCLA,09:45z,4:45
GCLA,10:35z,EHAM,15:15z,4:40
EHAM,13:05z,GCLP,17:45z,4:40
GCLP,18:50z,EHAM,23:30z,4:40
EHAM,12:35z,GCLP,17:15z,4:40
EHAM,05:30z,GCLP,10:10z,4:40
GCLP,11:05z,EHAM,15:45z,4:40
GCLP,18:10z,EHAM,22:50z,4:40
EHAM,13:20z,GCLP,18:00z,4:40
EHAM,12:40z,GCLP,17:20z,4:40
GCLP,18:15z,EHAM,22:55z,4:40
GCLP,18:55z,EHAM,23:35z,4:40
EHAM,14:20z,LEIB,16:55z,2:35
LEIB,17:45z,EHAM,20:25z,2:40
EHAM,05:35z,GCRR,10:00z,4:25
GCRR,10:55z,EHAM,15:20z,4:25
EHAM,15:45z,GMME,19:10z,3:25
EHAM,04:25z,GMME,07:50z,3:25
GMME,20:05z,EHAM,23:35z,3:30
GMME,08:45z,EHAM,12:15z,3:30
EHAM,14:00z,GMMN,17:40z,3:40
GMMN,18:35z,EHAM,22:20z,3:45
EHAM,14:40z,GMMX,18:25z,3:45
GMMX,19:20z,EHAM,23:15z,3:55
EHAM,13:50z,GMMX,17:35z,3:45
EHAM,14:20z,GMMX,18:05z,3:45
EHAM,05:20z,GMMX,09:05z,3:45
GMMX,18:30z,EHAM,22:25z,3:55
GMMX,09:50z,EHAM,13:50z,4:00
GMMX,19:00z,EHAM,22:55z,3:55
EHAM,04:15z,GMMX,08:00z,3:45
EHAM,14:35z,GMMX,18:20z,3:45
EHAM,03:25z,GMMX,07:10z,3:45
GMMX,07:55z,EHAM,11:50z,3:55
GMMX,19:15z,EHAM,23:10z,3:55
GMMX,08:45z,EHAM,12:45z,4:00
EHAM,08:00z,LGTS,10:50z,2:50
EHAM,16:30z,LGTS,19:20z,2:50
EHAM,15:20z,LGTS,18:10z,2:50
LGTS,11:40z,EHAM,14:55z,3:15
LGTS,19:00z,EHAM,22:15z,3:15
LGTS,20:10z,EHAM,23:25z,3:15
EHAM,07:55z,LGTS,10:50z,2:55
EHAM,14:20z,LIBD,16:45z,2:25
EHAM,06:20z,LIBD,08:45z,2:25
LIBD,09:35z,EHAM,12:20z,2:45
LIBD,17:35z,EHAM,20:20z,2:45
EHAM,07:40z,LIBD,10:05z,2:25
LIBD,10:55z,EHAM,13:40z,2:45
