Departure ICAO,Departure Time,Arrival ICAO,Arrival Time,Duration
EDDF,10:05z,LQSA,11:50z,1:45
LQSA,11:40z,EDDF,13:35z,1:55
LQSA,12:35z,EDDF,14:30z,1:55
LQSA,10:10z,EDDF,12:05z,1:55
EDDF,19:40z,UDYZ,23:55z,4:15
UDYZ,01:05z,EDDF,05:55z,4:50
EDDM,13:55z,EPWA,15:30z,1:35
EPWA,16:15z,EDDM,17:50z,1:35
EDDM,10:15z,EPKK,11:40z,1:25
EPKK,12:20z,EDDM,13:40z,1:20
EDDM,14:25z,EPKK,15:50z,1:25
EPKK,16:35z,EDDM,17:55z,1:20
EDDM,21:10z,EPKK,22:35z,1:25
EPKK,05:00z,EDDM,06:20z,1:20
EDDM,10:20z,EPGD,11:50z,1:30
EPGD,12:30z,EDDM,14:10z,1:40
EDDM,20:05z,EPGD,21:35z,1:30
EPGD,05:00z,EDDM,06:40z,1:40
EDDM,08:20z,LROP,10:20z,2:00
LROP,11:05z,EDDM,13:15z,2:10
EDDM,14:35z,LROP,16:35z,2:00
LROP,17:20z,EDDM,19:30z,2:10
EDDM,10:00z,LRCL,11:40z,1:40
LRCL,12:25z,EDDM,14:10z,1:45
EDDM,21:15z,LRCL,22:55z,1:40
LRCL,04:00z,EDDM,05:45z,1:45
EDDM,10:20z,LHBP,11:35z,1:15
LHBP,12:20z,EDDM,13:35z,1:15
EDDM,14:00z,LHBP,15:15z,1:15
LHBP,16:00z,EDDM,17:15z,1:15
EDDM,18:55z,LHBP,20:10z,1:15
LHBP,06:55z,EDDM,08:10z,1:15
EDDM,05:35z,LHDC,07:05z,1:30
EDDM,15:30z,LHDC,17:00z,1:30
EDDM,17:55z,LHDC,19:25z,1:30
EDDM,13:25z,LHDC,14:55z,1:30
EDDM,14:35z,LHDC,16:05z,1:30
LHDC,15:55z,EDDM,17:25z,1:30
LHDC,08:00z,EDDM,09:30z,1:30
LHDC,17:55z,EDDM,19:25z,1:30
LHDC,20:20z,EDDM,21:50z,1:30
LHDC,17:05z,EDDM,18:35z,1:30
EDDM,09:25z,LBSF,11:15z,1:50
LBSF,12:00z,EDDM,14:10z,2:10
EDDM,14:30z,LBSF,16:20z,1:50
LBSF,17:05z,EDDM,19:15z,2:10
EDDM,18:55z,LBSF,20:45z,1:50
LBSF,04:05z,EDDM,06:15z,2:10
LDSP,15:05z,EDDM,16:25z,1:20
LDSP,09:15z,EDDM,10:35z,1:20
LDSP,08:40z,EDDM,10:00z,1:20
EDDM,10:50z,LDZA,11:50z,1:00
LDZA,12:35z,EDDM,13:40z,1:05
EDDM,13:55z,LDZA,14:55z,1:00
LDZA,15:40z,EDDM,16:45z,1:05
EDDM,13:35z,DTTA,15:45z,2:10
EDDM,08:20z,DTTA,10:30z,2:10
DTTA,11:20z,EDDM,13:35z,2:15
DTTA,16:40z,EDDM,18:55z,2:15
EDDM,07:35z,LGAV,10:00z,2:25
LGAV,10:50z,EDDM,13:25z,2:35
EDDM,13:40z,LGAV,16:05z,2:25
LGAV,16:55z,EDDM,19:30z,2:35
EDDM,21:15z,LGAV,23:40z,2:25
LGAV,04:35z,EDDM,07:10z,2:35
EDDM,07:30z,LCLK,10:55z,3:25
LCLK,11:55z,EDDM,15:40z,3:45
EDDM,10:50z,LCLK,14:15z,3:25
LCLK,15:15z,EDDM,19:00z,3:45
EDDM,10:05z,LPPT,13:20z,3:15
LPPT,14:10z,EDDM,17:15z,3:05
EDDM,20:15z,LPPT,23:30z,3:15
LPPT,06:10z,EDDM,09:15z,3:05
EDDM,09:55z,LPPR,12:50z,2:55
LPPR,13:45z,EDDM,16:35z,2:50
EDDM,20:45z,LPPR,23:40z,2:55
LPPR,06:15z,EDDM,09:05z,2:50
EDDM,09:50z,LPFR,13:05z,3:15
EDDM,11:00z,LPFR,14:15z,3:15
LPFR,15:05z,EDDM,18:10z,3:05
LPFR,13:55z,EDDM,17:00z,3:05
EDDM,07:30z,LEMD,10:10z,2:40
LEMD,11:00z,EDDM,13:35z,2:35
EDDM,14:10z,LEMD,16:50z,2:40
LEMD,17:35z,EDDM,20:10z,2:35
EDDM,19:55z,LEMD,22:35z,2:40
LEMD,06:25z,EDDM,09:00z,2:35
EDDM,05:20z,LEBL,07:25z,2:05
LEBL,08:10z,EDDM,10:15z,2:05
EDDM,08:00z,LEBL,10:05z,2:05
LEBL,10:55z,EDDM,13:00z,2:05
EDDM,14:30z,LEBL,16:35z,2:05
LEBL,17:20z,EDDM,19:25z,2:05
EDDM,07:15z,LEZL,10:20z,3:05
LEZL,11:10z,EDDM,14:05z,2:55
EDDM,07:35z,LEBB,09:50z,2:15
LEBB,10:35z,EDDM,12:50z,2:15
EDDM,14:50z,LEBB,17:05z,2:15
LEBB,17:50z,EDDM,20:05z,2:15
EDDM,20:05z,LEBB,22:20z,2:15
EDDM,18:40z,LEBB,20:55z,2:15
LEBB,06:25z,EDDM,08:40z,2:15
EDDM,07:25z,LEMG,10:25z,3:00
LEMG,11:15z,EDDM,14:10z,2:55
EDDM,11:25z,LEMG,14:25z,3:00
LEMG,15:15z,EDDM,18:10z,2:55
EDDM,07:35z,LEVC,10:00z,2:25
LEVC,10:45z,EDDM,13:10z,2:25
EDDM,14:10z,LEVC,16:35z,2:25
LEVC,17:20z,EDDM,19:45z,2:25
EDDM,13:10z,LEJR,16:10z,3:00
LEJR,17:00z,EDDM,19:55z,2:55
EDDM,07:00z,LIML,08:00z,1:00
LIML,08:45z,EDDM,09:50z,1:05
EDDM,16:50z,LIML,17:50z,1:00
LIML,18:40z,EDDM,19:45z,1:05
EDDM,14:35z,LIMC,15:40z,1:05
LIMC,16:25z,EDDM,17:35z,1:10
EDDM,08:30z,LIRF,10:00z,1:30
LIRF,11:20z,EDDM,12:55z,1:35
EDDM,10:55z,LIRF,12:25z,1:30
LIRF,13:20z,EDDM,14:55z,1:35
EDDM,15:45z,LIRF,17:15z,1:30
LIRF,18:05z,EDDM,19:40z,1:35
EDDM,20:30z,LIRF,22:00z,1:30
LIRF,06:00z,EDDM,07:35z,1:35
EDDM,14:50z,LIRN,16:25z,1:35
LIRN,17:15z,EDDM,18:55z,1:40
EDDM,14:15z,LICC,16:20z,2:05
LICC,17:25z,EDDM,19:35z,2:10
EDDM,14:25z,LICJ,16:25z,2:00
EDDM,08:20z,LICJ,10:20z,2:00
LICJ,11:10z,EDDM,13:10z,2:00
LICJ,17:25z,EDDM,19:25z,2:00
EDDM,10:40z,LMML,13:00z,2:20
EDDM,07:40z,LMML,10:00z,2:20
LMML,10:45z,EDDM,13:05z,2:20
LMML,13:45z,EDDM,16:05z,2:20
EDDM,06:00z,EDDB,07:10z,1:10
EDDB,08:00z,EDDM,09:10z,1:10
EDDM,07:00z,EDDB,08:10z,1:10
EDDB,09:00z,EDDM,10:10z,1:10
EDDM,08:00z,EDDB,09:10z,1:10
EDDB,10:00z,EDDM,11:10z,1:10
EDDM,11:15z,EDDB,12:25z,1:10
EDDB,13:15z,EDDM,14:25z,1:10
EDDM,12:15z,EDDB,13:25z,1:10
EDDB,14:15z,EDDM,15:25z,1:10
EDDM,14:30z,EDDB,15:40z,1:10
EDDB,16:25z,EDDM,17:35z,1:10
EDDM,16:00z,EDDB,17:10z,1:10
EDDB,17:55z,EDDM,19:05z,1:10
EDDM,17:30z,EDDB,18:40z,1:10
EDDB,19:25z,EDDM,20:35z,1:10
EDDB,05:15z,EDDM,06:25z,1:10
EDDM,20:30z,EDDB,21:40z,1:10
EDDB,06:00z,EDDM,07:10z,1:10
EDDM,06:20z,EDDK,07:25z,1:05
EDDK,08:10z,EDDM,09:10z,1:00
EDDM,10:45z,EDDK,11:50z,1:05
EDDK,12:35z,EDDM,13:35z,1:00
EDDM,15:05z,EDDK,16:10z,1:05
EDDK,16:55z,EDDM,17:55z,1:00
EDDM,16:50z,EDDK,17:55z,1:05
EDDK,18:40z,EDDM,19:40z,1:00
EDDM,06:30z,EDDL,07:40z,1:10
EDDL,08:25z,EDDM,09:30z,1:05
EDDM,07:30z,EDDL,08:40z,1:10
EDDL,09:25z,EDDM,10:30z,1:05
EDDM,10:00z,EDDL,11:10z,1:10
EDDM,09:00z,EDDL,10:10z,1:10
EDDL,11:55z,EDDM,13:00z,1:05
EDDL,10:55z,EDDM,12:00z,1:05
EDDM,13:05z,EDDL,14:15z,1:10
EDDL,15:00z,EDDM,16:05z,1:05
EDDM,14:30z,EDDL,15:40z,1:10
EDDL,16:25z,EDDM,17:30z,1:05
EDDM,15:30z,EDDL,16:40z,1:10
EDDL,17:25z,EDDM,18:30z,1:05
EDDM,16:45z,EDDL,17:55z,1:10
EDDL,18:40z,EDDM,19:45z,1:05
EDDM,18:00z,EDDL,19:10z,1:10
EDDL,19:55z,EDDM,21:00z,1:05
EDDL,05:15z,EDDM,06:20z,1:05
EDDM,20:30z,EDDL,21:40z,1:10
EDDM,05:40z,EDDH,07:00z,1:20
EDDH,07:45z,EDDM,09:00z,1:15
EDDM,06:15z,EDDH,07:35z,1:20
EDDM,06:45z,EDDH,08:05z,1:20
EDDH,08:20z,EDDM,09:35z,1:15
EDDH,08:50z,EDDM,10:05z,1:15
EDDM,07:45z,EDDH,09:05z,1:20
EDDH,09:55z,EDDM,11:10z,1:15
EDDM,09:00z,EDDH,10:20z,1:20
EDDH,11:05z,EDDM,12:20z,1:15
EDDM,10:30z,EDDH,11:50z,1:20
EDDH,12:35z,EDDM,13:50z,1:15
EDDM,12:00z,EDDH,13:20z,1:20
EDDH,14:05z,EDDM,15:20z,1:15
EDDM,14:00z,EDDH,15:20z,1:20
EDDH,16:05z,EDDM,17:20z,1:15
EDDM,15:00z,EDDH,16:20z,1:20
EDDH,17:05z,EDDM,18:20z,1:15
EDDM,16:30z,EDDH,17:50z,1:20
EDDH,18:35z,EDDM,19:50z,1:15
EDDM,17:25z,EDDH,18:45z,1:20
EDDH,19:30z,EDDM,20:45z,1:15
EDDH,05:15z,EDDM,06:30z,1:15
EDDM,19:45z,EDDH,21:05z,1:20
EDDM,20:20z,EDDH,21:40z,1:20
EDDH,06:45z,EDDM,08:00z,1:15
EDDM,06:30z,EDDV,07:40z,1:10
EDDV,08:20z,EDDM,09:30z,1:10
EDDM,10:35z,EDDV,11:45z,1:10
EDDV,12:30z,EDDM,13:40z,1:10
EDDM,14:15z,EDDV,15:25z,1:10
EDDV,16:05z,EDDM,17:15z,1:10
EDDM,16:55z,EDDV,18:05z,1:10
EDDV,18:50z,EDDM,20:00z,1:10
EDDM,17:15z,EDDG,18:25z,1:10
EDDG,19:05z,EDDM,20:10z,1:05
EDDM,06:35z,EDDW,07:50z,1:15
EDDW,08:30z,EDDM,09:45z,1:15
EDDM,10:15z,EDDW,11:30z,1:15
EDDW,12:15z,EDDM,13:30z,1:15
EDDM,14:50z,EDDW,16:05z,1:15
EDDW,16:50z,EDDM,18:05z,1:15
EDDM,20:45z,EDDW,22:00z,1:15
EDDW,05:00z,EDDM,06:15z,1:15
EDDM,10:00z,EDDB,11:10z,1:10
EDDB,12:00z,EDDM,13:10z,1:10
EDDM,05:45z,LFBO,07:35z,1:50
LFBO,08:15z,EDDM,10:00z,1:45
EDDM,15:10z,LFBO,17:00z,1:50
LFBO,17:45z,EDDM,19:30z,1:45
EDDM,20:00z,LFBO,21:50z,1:50
EDDM,20:45z,LFBO,22:30z,1:45
LFBO,05:00z,EDDM,06:45z,1:45
LFBO,05:50z,EDDM,07:35z,1:45
LFBO,07:45z,EDDM,09:30z,1:45
EDDM,05:50z,LFPG,07:25z,1:35
LFPG,08:10z,EDDM,09:35z,1:25
EDDM,08:30z,LFPG,10:10z,1:40
LFPG,11:00z,EDDM,12:25z,1:25
EDDM,15:00z,LFPG,16:35z,1:35
LFPG,17:20z,EDDM,18:45z,1:25
EDDM,16:30z,LFPG,18:05z,1:35
LFPG,18:50z,EDDM,20:15z,1:25
EDDM,20:15z,LFPG,21:50z,1:35
LFPG,05:00z,EDDM,06:25z,1:25
LFPG,07:50z,EDDM,09:15z,1:25
EDDM,15:20z,LFLL,16:40z,1:20
LFLL,17:25z,EDDM,18:45z,1:20
EDDM,09:30z,LFML,11:10z,1:40
LFML,11:55z,EDDM,13:30z,1:35
EDDM,15:05z,LFML,16:45z,1:40
LFML,17:30z,EDDM,19:05z,1:35
EDDM,21:00z,LFML,22:40z,1:40
LFML,07:25z,EDDM,09:00z,1:35
EDDM,10:15z,LFMN,11:40z,1:25
LFMN,12:20z,EDDM,13:45z,1:25
EDDM,15:10z,LFMN,16:35z,1:25
LFMN,17:20z,EDDM,18:45z,1:25
EDDM,20:35z,LFMN,22:00z,1:25
LFMN,07:00z,EDDM,08:25z,1:25
LFMN,05:45z,EDDM,07:10z,1:25
EDDM,06:00z,EBBR,07:20z,1:20
EBBR,08:05z,EDDM,09:20z,1:15
EDDM,07:30z,EHAM,09:05z,1:35
EHAM,09:45z,EDDM,11:10z,1:25
EDDM,10:25z,EHAM,12:00z,1:35
EHAM,12:40z,EDDM,14:05z,1:25
EDDM,16:40z,EHAM,18:15z,1:35
EHAM,18:55z,EDDM,20:20z,1:25
EDDM,20:20z,EHAM,21:55z,1:35
EHAM,07:15z,EDDM,08:40z,1:25
EDDM,11:00z,LSZH,11:55z,0:55
LSZH,12:35z,EDDM,13:30z,0:55
EDDM,14:35z,LSZH,15:30z,0:55
LSZH,16:10z,EDDM,17:05z,0:55
EDDM,17:45z,LSZH,18:40z,0:55
LSZH,19:20z,EDDM,20:15z,0:55
EDDM,17:00z,LSGG,18:15z,1:15
LSGG,18:55z,EDDM,20:05z,1:10
EDDM,08:10z,ESSA,10:25z,2:15
ESSA,11:10z,EDDM,13:25z,2:15
EDDM,11:10z,ESSA,13:25z,2:15
ESSA,14:10z,EDDM,16:25z,2:15
EDDM,14:30z,ESSA,16:45z,2:15
ESSA,17:30z,EDDM,19:45z,2:15
EDDM,20:25z,ESSA,22:40z,2:15
ESSA,06:10z,EDDM,08:25z,2:15
EDDM,08:45z,ESGG,10:40z,1:55
ESGG,11:25z,EDDM,13:15z,1:50
EDDM,14:40z,ESGG,16:35z,1:55
ESGG,17:20z,EDDM,19:10z,1:50
EDDM,20:25z,ESGG,22:20z,1:55
ESGG,05:00z,EDDM,06:50z,1:50
EDDM,05:40z,EKCH,07:15z,1:35
EKCH,07:55z,EDDM,09:30z,1:35
EDDM,09:50z,EKCH,11:25z,1:35
EKCH,12:10z,EDDM,13:45z,1:35
EDDM,15:00z,EKCH,16:35z,1:35
EKCH,17:20z,EDDM,18:55z,1:35
EDDM,20:30z,EKCH,22:05z,1:35
EKCH,05:00z,EDDM,06:35z,1:35
EDDM,07:30z,ENTC,11:20z,3:50
ENTC,12:20z,EDDM,16:05z,3:45
EDDM,07:45z,ENGM,10:00z,2:15
ENGM,10:50z,EDDM,13:15z,2:25
EDDM,14:25z,ENGM,16:40z,2:15
ENGM,17:25z,EDDM,19:50z,2:25
EDDM,20:20z,ENGM,22:40z,2:20
ENGM,05:10z,EDDM,07:35z,2:25
EDDM,09:45z,EFKT,13:20z,3:35
EDDM,08:20z,EFKT,11:55z,3:35
EFKT,12:50z,EDDM,16:25z,3:35
EFKT,14:20z,EDDM,17:55z,3:35
EDDM,07:25z,EFHK,10:00z,2:35
EFHK,10:45z,EDDM,13:25z,2:40
EDDM,14:15z,EFHK,16:50z,2:35
EFHK,17:35z,EDDM,20:15z,2:40
EDDM,19:00z,EFHK,21:35z,2:35
EFHK,04:50z,EDDM,07:35z,2:45
EDDM,08:25z,EGLL,10:25z,2:00
EGLL,11:10z,EDDM,13:00z,1:50
EDDM,11:00z,EGLL,13:00z,2:00
EGLL,13:50z,EDDM,15:40z,1:50
EDDM,13:50z,EGLL,15:50z,2:00
EGLL,16:40z,EDDM,18:30z,1:50
EDDM,16:35z,EGLL,18:35z,2:00
EGLL,19:15z,EDDM,21:05z,1:50
EDDM,19:00z,EGLL,21:00z,2:00
EGLL,06:35z,EDDM,08:25z,1:50
EDDM,20:55z,EGLL,22:55z,2:00
EGLL,07:40z,EDDM,09:30z,1:50
EDDM,08:00z,EGBB,10:00z,2:00
EGBB,10:45z,EDDM,12:35z,1:50
EDDM,15:00z,EGBB,17:00z,2:00
EGBB,17:45z,EDDM,19:35z,1:50
EDDM,07:35z,EIDW,10:05z,2:30
EIDW,10:50z,EDDM,13:05z,2:15
EDDM,21:05z,UGTB,01:05z,4:00
UGTB,02:10z,EDDM,06:20z,4:10
EDDM,07:45z,LEZL,10:50z,3:05
LEZL,11:35z,EDDM,14:35z,3:00
EDDM,16:00z,LFMN,17:25z,1:25
LFMN,18:10z,EDDM,19:35z,1:25
EGLL,11:10z,LOWS,13:00z,1:50
LOWS,13:50z,EGLL,15:50z,2:00
EDDM,09:20z,EFKT,12:55z,3:35
EFKT,13:50z,EDDM,17:25z,3:35
EDDB,09:50z,EDDF,11:00z,1:10
EDDB,08:10z,EDDM,09:19z,1:09
EDDF,05:30z,EGSH,06:50z,1:20
LHBP,12:05z,EDDM,13:23z,1:18
EDDH,14:10z,EDDF,15:20z,1:10
EDDF,07:00z,EYKA,09:03z,2:03
LBSF,13:30z,EDDF,16:05z,2:35
EDDB,11:00z,EDDF,12:10z,1:10
EDDM,07:00z,EINN,09:30z,2:30
LSZH,09:05z,GVBA,16:05z,7:00
GVBA,16:45z,GVAC,17:15z,0:30
GVAC,10:20z,GVBA,11:00z,0:40
GVBA,11:40z,LSZH,17:45z,6:05
LSZH,16:00z,GVAC,22:25z,6:25
GVAC,23:20z,LSZH,05:20z,6:00
LSZH,12:50z,GVAC,19:20z,6:30
GVAC,20:00z,GVNP,20:45z,0:45
LPFR,16:05z,GVAC,20:32z,4:27
GVNP,21:35z,GVAC,22:20z,0:45
GVAC,16:20z,GVSV,17:10z,0:50
LSZH,09:10z,GVAC,15:40z,6:30
GVSV,10:15z,GVAC,10:55z,0:40
GVAC,12:15z,LSZH,18:15z,6:00
LSZH,14:10z,GMMX,17:40z,3:30
LSZH,08:05z,GMMX,11:40z,3:35
LSZH,05:30z,GMMX,09:20z,3:50
GMMX,10:10z,LSZH,13:25z,3:15
GMMX,18:30z,LSZH,21:55z,3:25
GMMX,12:30z,LSZH,15:55z,3:25
LSZH,05:25z,GMAD,09:00z,3:35
GMAD,09:50z,LSZH,13:20z,3:30
GMAD,14:35z,LSZH,18:05z,3:30
LSZH,08:45z,GMMX,12:20z,3:35
GMMX,13:00z,GMAD,13:45z,0:45
LSZH,05:20z,DTTJ,07:45z,2:25
DTTJ,08:35z,LSZH,11:05z,2:30
LSZH,08:35z,HEGN,13:00z,4:25
LSZH,05:20z,HEGN,09:45z,4:25
LSZH,11:30z,HEGN,16:00z,4:30
HEGN,16:55z,LSZH,21:50z,4:55
HEGN,14:00z,LSZH,18:55z,4:55
HEGN,10:45z,LSZH,15:40z,4:55
LSZH,11:35z,HEGN,16:10z,4:35
LSZH,05:30z,HEGN,09:55z,4:25
HEGN,17:00z,LSZH,21:55z,4:55
LSZH,11:55z,HESH,16:10z,4:15
HESH,17:05z,LSZH,21:55z,4:50
HELX,14:50z,HESH,15:35z,0:45
LSZH,09:30z,HELX,14:00z,4:30
HESH,16:15z,LSZH,21:10z,4:55
LSZH,08:30z,HEMA,13:00z,4:30
LSZH,10:50z,HEMA,15:20z,4:30
LSZH,05:30z,HEMA,10:00z,4:30
HEMA,10:55z,LSZH,16:05z,5:10
HEMA,16:20z,LSZH,21:30z,5:10
HEMA,13:55z,LSZH,19:05z,5:10
LSZH,21:40z,UGTB,02:00z,4:20
UGTB,03:00z,LSZH,07:30z,4:30
LSZH,08:30z,LTAI,11:35z,3:05
LTAI,12:25z,LSZH,16:00z,3:35
LSZH,05:00z,GCLP,09:40z,4:40
LSZH,08:25z,GCLP,13:00z,4:35
LSZH,06:00z,GCLP,10:35z,4:35
LSZH,12:00z,GCLP,16:35z,4:35
GCLP,10:25z,LSZH,14:50z,4:25
GCLP,17:30z,LSZH,21:50z,4:20
GCLP,11:25z,LSZH,15:45z,4:20
GCLP,13:55z,LSZH,18:15z,4:20
LSZH,05:00z,GCLP,09:25z,4:25
LSZH,11:55z,GCLP,16:30z,4:35
GCLP,10:25z,LSZH,14:45z,4:20
GCRR,13:30z,GCFV,14:05z,0:35
GCFV,14:55z,LSZH,19:00z,4:05
LSZH,08:30z,GCRR,12:50z,4:20
LSZH,08:35z,GCFV,13:00z,4:25
LSZH,05:25z,GCFV,09:45z,4:20
GCFV,10:40z,LSZH,14:50z,4:10
GCFV,14:00z,LSZH,18:10z,4:10
LSZH,08:25z,GCTS,12:55z,4:30
LSZH,05:45z,GCTS,10:25z,4:40
LSZH,11:55z,GCTS,16:35z,4:40
GCTS,11:20z,LSZH,15:45z,4:25
GCTS,17:30z,LSZH,21:55z,4:25
GCTS,13:50z,LSZH,18:15z,4:25
LSZH,06:00z,GCTS,10:40z,4:40
GCTS,11:30z,LSZH,15:55z,4:25
LSZH,15:50z,LEZL,18:25z,2:35
LSZH,08:35z,LEZL,11:10z,2:35
LSZH,16:45z,LEZL,19:20z,2:35
LEZL,19:10z,LSZH,21:45z,2:35
LEZL,08:05z,LSZH,10:45z,2:40
LEZL,12:00z,LSZH,14:35z,2:35
LSZH,18:05z,LEBB,19:55z,1:50
LSZH,16:40z,LEBB,18:30z,1:50
LEBB,08:25z,LSZH,10:10z,1:45
LEBB,07:00z,LSZH,08:45z,1:45
LSZH,12:20z,GCRR,16:40z,4:20
GCRR,13:40z,LSZH,17:35z,3:55
GCRR,17:40z,LSZH,21:40z,4:00
GCLA,13:15z,GCTS,13:50z,0:35
LSZH,08:00z,GCLA,12:35z,4:35
GCTS,17:05z,LSZH,20:58z,3:53
GCTS,14:25z,LSZH,18:55z,4:30
LSZH,17:25z,LEPA,19:15z,1:50
LSZH,05:55z,LEPA,07:45z,1:50
LSZH,11:05z,LEPA,12:55z,1:50
LEPA,08:40z,LSZH,10:35z,1:55
LEPA,20:00z,LSZH,21:55z,1:55
LEPA,13:45z,LSZH,15:45z,2:00
LSZH,16:05z,LEPA,17:55z,1:50
LEPA,19:00z,LSZH,20:55z,1:55
LEIB,18:50z,LSZH,20:50z,2:00
LSZH,04:00z,LEIB,06:00z,2:00
LEIB,06:45z,LSZH,08:45z,2:00
LSZH,11:15z,LFKF,12:40z,1:25
LFKF,13:40z,LSZH,15:05z,1:25
LSZH,18:40z,LPPD,23:05z,4:25
LSZH,08:20z,LPPD,12:55z,4:35
LPPD,23:55z,LSZH,04:30z,4:35
LPPD,13:40z,LSZH,18:15z,4:35
LSZH,06:45z,LPMA,11:00z,4:15
LSZH,08:50z,LPMA,13:05z,4:15
LPMA,11:50z,LSZH,15:45z,3:55
LPMA,14:05z,LSZH,18:00z,3:55
LSZH,05:00z,LPFR,07:55z,2:55
LSZH,15:00z,LPFR,17:55z,2:55
LSZH,11:00z,LPFR,13:50z,2:50
LPFR,14:40z,LSZH,17:25z,2:45
LPFR,08:45z,LSZH,11:30z,2:45
LPFR,19:10z,LSZH,21:55z,2:45
LSZH,16:30z,EGPH,18:55z,2:25
EGPH,07:40z,LSZH,09:55z,2:15
EGPH,19:40z,LSZH,21:45z,2:05
EGPH,08:10z,LSZH,10:25z,2:15
LSZH,09:40z,EGGD,11:45z,2:05
LSZH,11:25z,EGGD,13:20z,1:55
EGGD,14:10z,LSZH,15:55z,1:45
EGGD,13:10z,LSZH,15:00z,1:50
LSZH,11:00z,ESPA,14:15z,3:15
ESPA,15:05z,LSZH,18:15z,3:10
EGHQ,15:45z,LSZH,17:40z,1:55
LSZH,08:40z,BIKF,13:05z,4:25
BIKF,14:05z,LSZH,17:55z,3:50
BIKF,09:05z,BIAR,09:40z,0:35
BIAR,10:25z,LSZH,14:00z,3:35
LSZH,08:25z,EFIV,12:10z,3:45
EFIV,13:00z,LSZH,16:40z,3:40
LSZH,08:30z,EFKT,12:20z,3:50
EFKT,13:15z,LSZH,16:45z,3:30
LSZH,08:25z,EFRO,12:05z,3:40
EFRO,13:00z,LSZH,16:35z,3:35
LSZH,10:50z,ENEV,14:25z,3:35
ENEV,15:15z,LSZH,18:55z,3:40
LSZH,12:25z,ENTC,16:25z,4:00
LSZH,05:20z,ENTC,09:10z,3:50
LSZH,07:15z,ENTC,11:15z,4:00
LSZH,09:15z,ENTC,13:15z,4:00
ENTC,14:15z,LSZH,18:10z,3:55
ENTC,17:15z,LSZH,21:10z,3:55
ENTC,10:05z,LSZH,14:00z,3:55
ENTC,12:05z,LSZH,16:00z,3:55
LSZH,10:50z,LGKL,13:20z,2:30
LGKL,14:20z,LSZH,17:05z,2:45
LSZH,04:10z,LGSR,06:50z,2:40
LSZH,14:30z,LGSR,17:10z,2:40
LGSR,17:55z,LSZH,20:55z,3:00
LGSR,07:40z,LSZH,10:40z,3:00
LSZH,11:10z,LGIR,14:00z,2:50
LGIR,14:50z,LSZH,18:00z,3:10
LSZH,19:50z,LCLK,23:25z,3:35
LCLK,01:35z,LSZH,05:25z,3:50
LSZH,06:40z,LCLK,10:15z,3:35
LSZH,06:00z,LCLK,09:40z,3:40
LCLK,11:05z,LSZH,15:10z,4:05
LCLK,10:30z,LSZH,14:25z,3:55
LSZH,15:25z,LICA,17:25z,2:00
LICC,19:40z,LSZH,21:50z,2:10
LICA,18:05z,LICC,18:50z,0:45
LSZH,11:05z,LICA,13:00z,1:55
LICA,13:50z,LSZH,16:00z,2:10
LSZH,16:40z,LIEE,18:25z,1:45
LIEE,19:15z,LSZH,21:00z,1:45
LSZH,16:45z,LICC,18:50z,2:05
LSZH,17:35z,LICC,19:40z,2:05
LSZH,05:00z,LICC,07:05z,2:05
LICC,08:10z,LSZH,10:15z,2:05
LSZH,05:45z,BKPR,07:50z,2:05
BKPR,08:40z,LSZH,10:50z,2:10
LSZH,16:50z,BKPR,18:50z,2:00
BKPR,19:45z,LSZH,21:55z,2:10
LSZH,17:25z,LWSK,19:25z,2:00
LSZH,16:45z,LWSK,18:55z,2:10
LWSK,19:45z,LSZH,21:45z,2:00
LWSK,07:55z,LSZH,10:15z,2:20
LSZH,11:05z,LDSP,12:25z,1:20
LSZH,06:00z,LDSP,07:25z,1:25
LSZH,12:05z,LDSP,13:25z,1:20
LDSP,14:15z,LSZH,15:45z,1:30
LDSP,13:20z,LSZH,14:50z,1:30
LDSP,08:35z,LSZH,10:05z,1:30
LSZH,06:35z,LFMN,07:45z,1:10
LFMN,09:05z,LSZH,10:25z,1:20
LSZH,06:25z,LFPG,08:00z,1:35
LFPG,08:55z,LSZH,10:20z,1:25
LSZH,15:25z,EDDB,16:50z,1:25
EDDB,17:40z,LSZH,19:05z,1:25
LSZH,16:50z,EDDH,18:20z,1:30
EDDH,19:10z,LSZH,20:35z,1:25
LSZH,11:40z,EDDH,13:10z,1:30
EDDH,14:00z,LSZH,15:25z,1:25
LSZH,11:50z,EDDF,12:55z,1:05
LSZH,11:10z,EDDF,12:15z,1:05
EDDF,13:50z,LSZH,14:45z,0:55
LSZH,17:50z,EDDF,18:55z,1:05
EDDF,19:45z,LSZH,20:50z,1:05
LSZH,06:20z,LKPR,07:40z,1:20
LKPR,08:40z,LSZH,10:05z,1:25
LSZH,12:05z,LIPE,13:10z,1:05
LIPE,14:00z,LSZH,15:15z,1:15
LSZH,11:30z,LIRN,13:15z,1:45
LIRN,14:05z,LSZH,15:55z,1:50
LSZH,11:25z,LIRF,13:00z,1:35
LIRF,13:50z,LSZH,15:25z,1:35
LSZH,14:50z,LMML,17:05z,2:15
LMML,17:50z,LSZH,20:10z,2:20
LSZH,15:40z,LEAL,17:55z,2:15
LSZH,06:00z,LEAL,08:15z,2:15
LEAL,18:45z,LSZH,21:05z,2:20
LEAL,09:05z,LSZH,11:25z,2:20
LSZH,17:00z,LSGG,17:50z,0:50
LSGG,19:15z,LSZH,20:05z,0:50
